"מ""ר",מחיר,גוש/חלקה/תת-חלקה,סוג נכס,חדרים,קומה,שנת בנייה,קומות במבנה,שכונה,ריבית בנק ישראל,רחוב,מספר בית,שנת עסקה,חודש עסקה,price_per_sqm,building_age,sqm_per_room,size_vs_property_type,size_vs_neighborhood,price_vs_neighborhood_median,building_age_vs_neighborhood,interest_rate_deviation
77.0,267000.0,11578-8-3,11,2.0,1,1975.0,2.0,0,0.134,הרצל גרינשפון,2,1998,1,3467.5324675324673,50.0,38.5,-354.19235404896426,-950.4418699186992,0.00438871473354228,-2.362950058072009,0.0
85.0,484000.0,11193-240-31,6,4.0,2,1987.0,6.0,37,0.134,קדיש לוז,7,1998,1,5694.117647058823,38.0,21.25,2.5560761552680162,5.4106392694063885,-0.5077673687625613,-1.1312785388127864,0.0
142.0,1704000.0,12255-243-2,2,5.0,2,1984.0,2.0,1,0.134,פרנק פלג,6,1998,1,12000.0,41.0,28.4,-111.05543478260867,-78.23847107438016,-0.2053880398883188,2.353719008264463,0.0
177.2,983000.0,11575-58-1,6,6.0,2,1993.0,2.0,24,0.134,הראשונים,2,1998,1,5547.4040632054175,32.0,29.53333333333333,94.756076155268,83.15653677277716,-0.5391876343332181,-10.99451152579583,0.0
72.24,589000.0,11880-16-30,6,3.0,2,1991.0,3.0,27,0.134,אברהם סכנין,15,1998,1,8153.377630121817,34.0,24.08,-10.203923844731989,-30.484323699421964,-0.4081389056679754,-0.7618497109826592,0.0
41.0,98000.0,10867-217-3,6,2.0,1,1960.0,5.0,35,0.134,רחוב לא ידוע,0,1998,1,2390.243902439024,65.0,20.5,-41.443923844731984,-33.23118155619596,-0.7634481112700363,3.84438040345821,0.0
125.9,1354000.0,10807-72-12,6,5.0,5,1996.0,4.0,15,0.134,דרך הים,31,1998,1,10754.567116759332,29.0,25.18,43.45607615526802,-0.8594464675892226,-0.4684291610210407,-22.57756737072105,0.0
72.35,444000.0,12494-21-4,6,3.5,2,1970.0,8.0,41,0.134,יוסף וינר,17,1998,1,6136.834830684174,55.0,20.67142857142857,-10.09392384473199,9.609080882352941,-0.3488136374107348,-1.325367647058826,0.0
57.7,419000.0,10802-8-1,6,2.0,0,1960.0,2.0,20,0.134,התורן,11,1998,1,7261.6984402079715,65.0,28.85,-24.74392384473198,-34.02057026476578,-0.18179342036186474,6.21384928716904,0.0
72.56,997000.0,11114-16-5,6,3.0,1,1940.0,2.0,34,0.134,בית אל,30,1998,1,13740.352811466371,85.0,24.186666666666667,-9.883923844731981,-22.76785766158315,-0.1589457726455058,27.324618736383442,0.0
59.5,592000.0,10923-44-18,6,3.0,3,1960.0,5.0,13,0.134,בית לחם,21,1998,1,9949.579831932773,65.0,19.833333333333332,-22.943923844731984,-19.534478230822387,-0.27865546218487397,5.637180373185899,0.0
108.53,824000.0,10804-52-21,6,4.0,5,1980.0,10.0,39,0.134,קאודרס,17,1998,1,7592.370773058141,45.0,27.1325,26.086076155268017,15.102126111560224,-0.35704607506049746,-9.464834276475344,0.0
1047.0,2094000.0,12255-87-0,6,5.0,0,1988.0,2.0,1,0.129,שלונסקי,4,1998,1,2000.0,37.0,209.4,964.556076155268,826.7615289256198,-0.8675646733147198,-1.6462809917355372,-0.0050000000000000044
94.96,1103000.0,10761-18-2,6,4.0,1,1970.0,4.0,14,0.134,חנה,38,1998,1,11615.41701769166,55.0,23.74,12.51607615526801,-19.33159663865547,-0.3293986760588353,6.763305322128851,0.00010869565217391797
119.2,888000.0,10797-45-2,9,5.0,1,1970.0,2.0,1,0.134,אבא חושי,6,1998,1,7449.664429530201,55.0,23.84,9.137565485362089,-101.03847107438015,-0.5067006287897281,16.353719008264463,0.00010638297872339608
51.0,355000.0,11720-16-11,6,2.0,3,1960.0,3.0,41,0.134,פאר,59,1998,1,6960.78431372549,65.0,25.5,-31.443923844731984,-11.740919117647053,-0.26138344226579513,8.674632352941174,0.0001041666666666552
53.5,605000.0,10909-1-4,6,3.0,1,1950.0,1.0,15,0.134,הצופים,5,1998,1,11308.41121495327,75.0,17.833333333333332,-28.943923844731984,-73.25944646758923,-0.4410540590067803,23.42243262927895,0.00010204081632653184
97.0,626000.0,10870-40-137,6,5.0,2,1970.0,19.0,33,0.134,לאון בלום,28,1998,1,6453.6082474226805,55.0,19.4,14.556076155268016,22.52190201729107,-0.37814255441433176,-3.1873198847262216,9.999999999998899e-05
94.99,519000.0,11576-50-7,6,4.0,3,1980.0,3.0,24,0.129,משה שרת,67,1998,1,5463.733024528898,45.0,23.7475,12.546076155268011,0.946536772777165,-0.5461380292983263,2.0054884742041708,-0.004901960784313736
113.49,873000.0,10770-124-3,6,5.0,3,1982.0,5.0,6,0.134,מבצע יונתן,4,1998,1,7692.307692307692,43.0,22.698,31.04607615526801,1.6788439773645933,-0.5467032967032968,8.45836701697656,0.00019230769230768607
89.1,769000.0,11215-9-29,6,4.0,8,1970.0,8.0,10,0.134,קליבנוב,12,1998,1,8630.751964085299,55.0,22.275,6.6560761552680106,20.83721320973349,-0.3275299214430505,0.5202780996523728,0.00018867924528301327
65.2,534000.0,11193-244-4,6,3.0,1,1985.0,5.0,37,0.134,קדיש לוז,1,1998,1,8190.184049079754,40.0,21.733333333333334,-17.24392384473198,-14.389360730593609,-0.2919928784963196,0.8687214611872136,0.00018518518518517713
40.35,230000.0,11695-4-13,6,3.0,3,1960.0,3.0,4,0.134,שיבת ציון,2,1998,1,5700.123915737298,65.0,13.450000000000001,-42.09392384473198,-55.55206071757129,0.24970302952612894,-9.693652253909846,0.0001818181818181719
132.0,945000.0,12260-9-1,6,5.0,3,1986.0,1.0,32,0.134,יחזקאל קויפמן,37,1998,1,7159.090909090909,39.0,26.4,49.556076155268016,-10.824511970534076,-0.46657754010695185,-0.22651933701657612,0.00017857142857141683
71.4,457000.0,11720-61-3,6,3.0,2,1970.0,3.0,41,0.134,פאר,80,1998,1,6400.560224089635,55.0,23.8,-11.043923844731978,8.659080882352953,-0.3208294428882665,-1.325367647058826,0.00017543859649124527
203.65,1662000.0,10792-195-2,6,7.0,2,1989.0,2.0,29,0.134,אלברט שוויצר,75,1998,1,8161.060643260495,36.0,29.092857142857145,121.20607615526802,68.51843390804598,-0.4109613869367668,-6.057471264367813,0.00017241379310345417
98.95,943000.0,10796-151-3,6,3.0,2,1998.0,3.0,30,0.134,משה סורוקה,53,1998,1,9530.065689742294,27.0,32.983333333333334,16.50607615526802,-32.20260180995474,-0.2474149053614054,-19.91025641025641,0.00016949152542372614
63.7,413000.0,11672-16-7,6,3.0,3,1960.0,3.0,20,0.134,התורן,28,1998,1,6483.516483516483,65.0,21.233333333333334,-18.74392384473198,-28.02057026476578,-0.26947450521595007,6.21384928716904,0.0001666666666666483
117.42,1277000.0,11203-42-28,6,5.0,8,2000.0,12.0,19,0.134,מנדל זינגר,13,1998,1,10875.489695111564,25.0,23.484,34.97607615526802,-5.7421872601688335,-0.3421655013688615,-9.077513430544897,0.00016393442622952836
51.89,429000.0,10917-26-1,6,3.0,0,1950.0,2.0,21,0.134,אל-אידריסי,7,1998,1,8267.488918866833,75.0,17.296666666666667,-30.553923844731983,-35.99680916030535,0.013371510498960825,13.274045801526718,0.000161290322580665
73.29,388000.0,10917-5-32,6,3.0,2,1960.0,4.0,21,0.134,רינה,8,1998,1,5294.03738572793,65.0,24.430000000000003,-9.153923844731978,-14.596809160305341,-0.3510935769178628,3.274045801526718,0.00015873015873016372
51.0,217000.0,10917-8-58,6,3.0,2,1960.0,4.0,21,0.134,רינה,3,1998,1,4254.901960784314,65.0,17.0,-31.443923844731984,-36.88680916030535,-0.478463597672898,3.274045801526718,0.00015624999999999667
122.15,1480000.0,12251-75-1,6,4.0,1,1988.0,2.0,1,0.134,אסתר רבין,51,1998,1,12116.250511665983,37.0,30.5375,39.70607615526802,-98.08847107438015,-0.19769020264341108,-1.6462809917355372,0.0001538461538461433
49.0,285000.0,10917-6-44,6,2.0,2,1950.0,3.0,21,0.134,תל אביב,36,1998,1,5816.326530612245,75.0,24.5,-33.443923844731984,-38.88680916030535,-0.2870749922106247,13.274045801526718,0.0001515151515151525
65.18,457000.0,10870-34-70,6,3.0,2,1960.0,11.0,33,0.129,לאון בלום,8,1998,2,7011.353175820803,65.0,21.72666666666667,-17.263923844731977,-9.298097982708924,-0.3243993113842747,6.812680115273778,-0.004850746268656725
49.0,373000.0,11567-624-6,6,3.0,3,1960.0,4.0,25,0.129,"מח""ל",9,1998,2,7612.244897959184,65.0,16.333333333333332,-33.443923844731984,-5.912386621315193,-0.4187004570127903,0.5566893424036294,-0.004779411764705893
71.2,572000.0,10913-4-8,6,4.0,3,1970.0,3.0,22,0.129,קדושי דמשק,7,1998,2,8033.707865168539,55.0,17.8,-11.243923844731981,7.796653013458169,-0.402862087501475,-8.506729081334115,-0.004710144927536242
173.0,1155000.0,10799-60-2,6,6.0,1,1994.0,1.0,28,0.129,סייפן,11,1998,2,6676.300578034682,31.0,28.833333333333332,90.55607615526802,52.395900439238645,-0.4658959537572254,-7.733528550512446,-0.004642857142857143
100.0,637000.0,10870-40-343,6,4.0,2,1970.0,19.0,33,0.129,לאון בלום,28,1998,2,6370.0,55.0,25.0,17.556076155268016,25.52190201729107,-0.38619888649691925,-3.1873198847262216,-0.004577464788732388
61.08,432000.0,10825-49-20,6,3.5,2,1960.0,4.0,21,0.129,רוטשילד,61,1998,2,7072.691552062868,65.0,17.451428571428572,-21.363923844731985,-26.80680916030535,-0.13307847258783442,3.274045801526718,-0.004513888888888901
80.4,550000.0,11585-22-4,6,4.0,2,1980.0,3.0,24,0.129,יציב,25,1998,2,6840.796019900497,45.0,20.1,-2.043923844731978,-13.643463227222824,-0.4317480102300734,2.0054884742041708,-0.0044520547945205435
72.69,250000.0,10867-120-1,6,3.0,0,1960.0,5.0,35,0.129,רחוב לא ידוע,0,1998,2,3439.262622093823,65.0,24.23,-9.753923844731986,-1.5411815561959656,-0.6596313588481519,3.84438040345821,-0.0043918918918919025
79.7,624000.0,10785-32-16,6,3.0,3,1960.0,3.0,30,0.129,אידר,21,1998,2,7829.3601003764115,65.0,26.566666666666666,-2.743923844731981,-51.45260180995474,-0.3817188775053708,18.08974358974359,-0.004333333333333328
44.83,323000.0,11720-32-8,6,2.5,3,1960.0,3.0,41,0.129,פאר,50,1998,2,7204.996654026322,65.0,17.932,-37.613923844731985,-17.910919117647055,-0.23546979948942912,8.674632352941174,-0.004276315789473711
77.0,514000.0,11192-251-8,6,3.0,2,1960.0,4.0,31,0.129,שקמה,12,1998,2,6675.324675324675,65.0,25.666666666666668,-5.443923844731984,-4.963545081967212,-0.42641147015914616,9.93306010928962,-0.004220779220779236
54.3,453000.0,10920-18-11,6,3.0,0,1960.0,4.0,17,0.129,החשמל,12,1998,2,8342.54143646409,65.0,18.099999999999998,-28.143923844731987,-6.915347849176847,-0.10720170592226419,9.892724375995755,-0.00416666666666668
55.8,309000.0,11188-98-8,6,2.0,1,1960.0,3.0,35,0.129,מקור ברוך,8,1998,2,5537.634408602151,65.0,27.9,-26.643923844731987,-18.431181556195966,-0.4519647651378996,3.84438040345821,-0.0041139240506329056
43.4,204000.0,11212-5-17,6,2.0,2,1960.0,9.0,17,0.129,חטיבת כרמלי,47,1998,2,4700.460829493088,65.0,21.7,-39.043923844731985,-17.815347849176845,-0.4969682270191608,9.892724375995755,-0.004062500000000024
54.6,548000.0,11726-21-5,6,3.0,2,1963.0,2.0,11,0.129,כבירים,42,1998,2,10036.630036630037,62.0,18.2,-27.843923844731982,-51.85283993115318,-0.15228463435634748,27.270223752151466,-0.004012345679012347
77.0,590000.0,11192-243-13,6,4.0,0,1970.0,5.0,31,0.129,אורן,9,1998,2,7662.337662337663,55.0,19.25,-5.443923844731984,-4.963545081967212,-0.3416007147741171,-0.06693989071037976,-0.003963414634146345
103.3,850000.0,11193-231-72,6,4.0,5,2000.0,15.0,37,0.129,גוטל לוין,5,1998,2,8228.460793804454,25.0,25.825,20.856076155268013,23.710639269406386,-0.28868401416669437,-14.131278538812786,-0.0039156626506024195
120.0,1008000.0,10826-69-1,6,4.0,0,1950.0,2.0,2,0.129,בילהרץ,3,1998,2,8400.0,75.0,30.0,37.556076155268016,-11.583203194321186,0.032413793103448225,3.3895297249334533,-0.003869047619047633
56.0,339000.0,10920-101-20,6,3.5,3,1960.0,4.0,17,0.129,שלום שבזי,7,1998,2,6053.571428571428,65.0,16.0,-26.443923844731984,-5.215347849176844,-0.3521616541353384,9.892724375995755,-0.0038235294117647256
59.2,576000.0,12432-22-1,6,3.0,-1,1960.0,5.0,12,0.129,רחוב לא ידוע,0,1998,2,9729.72972972973,65.0,19.733333333333334,-23.24392384473198,-38.586360634081885,-0.3853514673610919,12.455085865257594,-0.003779069767441856
70.0,581000.0,11879-30-4,6,3.0,1,1960.0,5.0,27,0.129,רחוב לא ידוע,0,1998,2,8300.0,65.0,23.333333333333332,-12.443923844731984,-32.72432369942196,-0.39749545454545454,30.23815028901734,-0.003735632183908044
128.97,905000.0,10747-33-12,6,4.0,4,1996.0,5.0,12,0.129,דרך הים,195,1998,2,7017.135768008064,29.0,32.2425,46.526076155268015,31.18363936591811,-0.5567120235667675,-23.544914134742406,-0.0036931818181818177
81.75,688000.0,11192-270-65,6,4.0,10,1970.0,13.0,31,0.129,הפרחים,11,1998,2,8415.902140672782,55.0,20.4375,-0.6939238447319838,-0.21354508196721156,-0.27684941617941494,-0.06693989071037976,-0.0036516853932584414
130.8,1360000.0,11192-149-2,6,5.0,2,1985.0,5.0,31,0.129,"זלמן שז""ר",13,1998,2,10397.553516819571,40.0,26.160000000000004,48.35607615526803,48.8364549180328,-0.10657267987282369,-15.06693989071038,-0.0036111111111111205
54.89,422000.0,10804-5-5,6,3.0,3,1960.0,4.0,39,0.129,אדמונד פלג,42,1998,2,7688.103479686646,65.0,18.296666666666667,-27.553923844731983,-38.537873888439776,-0.3489390263781151,10.535165723524656,-0.0035714285714285587
109.0,1181000.0,11192-180-0,6,4.0,3,1998.0,3.0,31,0.129,מרטין בובר,9,1998,2,10834.862385321101,27.0,27.25,26.556076155268016,27.03645491803279,-0.06899617787923942,-28.06693989071038,-0.003532608695652195
59.23,543000.0,11192-270-57,6,3.0,10,1970.0,13.0,31,0.129,הפרחים,11,1998,2,9167.651527941922,55.0,19.743333333333332,-23.213923844731987,-22.733545081967215,-0.21225408234548482,-0.06693989071037976,-0.003494623655913992
92.55,545000.0,11581-25-5,6,4.0,2,1980.0,3.0,24,0.129,אלכסנדר זייד,48,1998,2,5888.708806050783,45.0,23.1375,10.106076155268013,-1.4934632272228328,-0.5108360947352558,2.0054884742041708,-0.0034574468085106502
70.0,737000.0,12463-5-3,6,4.0,2,1970.0,3.0,18,0.129,התיכון,22,1998,2,10528.57142857143,55.0,17.5,-12.443923844731984,-4.7256323185011695,-0.29951325621746666,0.6229508196721341,-0.003421052631578936
42.5,334000.0,10825-50-10,6,2.0,1,1960.0,4.0,21,0.129,רוטשילד,63,1998,2,7858.823529411765,65.0,21.25,-39.943923844731984,-45.38680916030535,-0.03671986150828348,3.274045801526718,-0.0033854166666666685
135.35,896000.0,11585-20-7,6,5.0,3,1980.0,3.0,24,0.129,יציב,29,1998,2,6619.87439970447,45.0,27.07,52.90607615526801,41.306536772777164,-0.45009955146802055,2.0054884742041708,-0.0033505154639175416
51.0,415000.0,10917-8-60,6,3.0,2,1960.0,4.0,21,0.129,רינה,3,1998,2,8137.254901960784,65.0,17.0,-31.443923844731984,-36.88680916030535,-0.002591672968906343,3.274045801526718,-0.003316326530612257
58.0,376000.0,10816-20-23,6,2.0,3,1970.0,3.0,22,0.129,אבנר,2,1998,2,6482.758620689655,55.0,29.0,-24.443923844731984,-5.403346986541834,-0.5181426789522392,-8.506729081334115,-0.003282828282828276
80.82,729000.0,11880-7-2,6,4.0,0,1993.0,3.0,27,0.129,שלון,3,1998,2,9020.044543429845,32.0,20.205,-1.6239238447319906,-21.904323699421965,-0.34522676655193346,-2.761849710982659,-0.003250000000000003
798.0,851000.0,11676-22-0,6,5.0,2,1970.0,2.0,2,0.129,מאיר (רוטברג),42,1998,2,1066.4160401002507,55.0,159.6,715.556076155268,666.4167968056788,-0.8689306394063977,-16.610470275066547,-0.0032178217821782207
67.0,288000.0,10829-7-4,6,3.0,1,1940.0,2.0,2,0.129,בן גוריון,26,1998,2,4298.507462686567,85.0,22.333333333333332,-15.443923844731984,-64.58320319432119,-0.47168590544812883,13.389529724933453,-0.0031862745098039102
97.64,793000.0,10796-157-88,6,4.0,10,1980.0,21.0,30,0.129,היסמין,2,1998,2,8121.671446128636,45.0,24.41,15.196076155268017,-33.512601809954745,-0.35863517913761894,-1.9102564102564088,-0.003155339805825247
220.0,2952000.0,12263-208-1,6,6.0,0,1999.0,3.0,1,0.129,האג,25,1998,2,13418.181818181818,26.0,36.666666666666664,137.55607615526802,-0.2384710743801577,-0.11147935369330193,-12.646280991735537,-0.0031250000000000167
66.0,453000.0,10825-87-26,6,3.0,5,1970.0,8.0,21,0.129,המגינים,129,1998,2,6863.636363636364,55.0,22.0,-16.443923844731984,-21.886809160305347,-0.15870300914934798,-6.725954198473282,-0.0030952380952380953
55.51,285000.0,10922-6-85,6,3.0,1,1970.0,7.0,10,0.129,אבא הלל סילבר,73,1998,2,5134.210052242839,55.0,18.503333333333334,-26.933923844731986,-12.752786790266505,-0.5999650260456147,0.5202780996523728,-0.00306603773584907
54.0,126000.0,10829-7-5,6,2.0,1,1940.0,2.0,2,0.129,בן גוריון,26,1998,2,2333.3333333333335,85.0,27.0,-28.443923844731984,-77.58320319432119,-0.7132183908045977,13.389529724933453,-0.003037383177570102
60.2,420000.0,11215-4-71,6,3.0,3,1980.0,3.0,10,0.129,"ד""ר פייזר",3,1998,2,6976.7441860465115,45.0,20.066666666666666,-22.24392384473198,-8.0627867902665,-0.45640290320176435,-9.479721900347627,-0.003009259259259267
82.68,610000.0,11880-10-8,6,3.0,3,1993.0,3.0,27,0.129,שלון,15,1998,2,7377.84228350266,32.0,27.560000000000002,0.23607615526802306,-20.044323699421952,-0.4644357215111932,-2.761849710982659,-0.0029816513761467822
112.0,1147000.0,12260-38-9,6,5.0,5,1995.0,4.0,32,0.129,גולדה מאיר,2,1998,2,10241.07142857143,30.0,22.4,29.556076155268016,-30.824511970534076,-0.23693977591036405,-9.226519337016576,-0.0029545454545454597
65.18,336000.0,10870-34-163,6,3.5,8,1960.0,11.0,33,0.129,לאון בלום,8,1998,2,5154.955507824486,65.0,18.622857142857146,-17.263923844731977,-9.298097982708924,-0.5032782683262939,6.812680115273778,-0.0029279279279279258
28.6,277000.0,10907-41-4,6,1.5,1,1950.0,2.0,35,0.129,תבור,5,1998,2,9685.314685314685,75.0,19.066666666666666,-53.84392384473198,-45.63118155619596,-0.041487155592194555,13.84438040345821,-0.0029017857142857317
77.0,397000.0,10851-9-8,6,4.0,1,1960.0,5.0,5,0.129,רחוב לא ידוע,0,1998,2,5155.8441558441555,65.0,19.25,-5.443923844731984,-39.660956719817776,-0.19299830604178433,11.27107061503417,-0.002876106194690281
96.0,1097000.0,11203-42-25,6,4.0,2,2000.0,12.0,19,0.129,מנדל זינגר,13,1998,2,11427.083333333334,25.0,24.0,13.556076155268016,-27.162187260168835,-0.30880081300813006,-9.077513430544897,-0.002850877192982465
55.51,393000.0,10922-6-166,9,3.0,2,1970.0,7.0,10,0.129,אבא הלל סילבר,73,1998,2,7079.8054404611785,55.0,18.503333333333334,-54.552434514637916,-12.752786790266505,-0.4483728253892161,0.5202780996523728,-0.0028260869565217284
97.9,838000.0,10797-31-7,6,5.0,3,1973.0,3.0,30,0.129,שימקין,29,1998,2,8559.754851889682,52.0,19.580000000000002,15.456076155268022,-33.25260180995474,-0.3240399253253453,5.089743589743591,-0.002801724137931033
90.0,591000.0,10802-68-0,6,4.0,2,1970.0,3.0,20,0.129,העוגן,9,1998,2,6566.666666666667,55.0,22.5,7.556076155268016,-1.720570264765783,-0.2601056189269116,-3.7861507128309597,-0.0027777777777777957
57.66,420000.0,11720-15-31,6,3.0,3,1970.0,5.0,41,0.129,פאר,53,1998,2,7284.079084287201,55.0,19.22,-24.783923844731987,-5.080919117647056,-0.2270782749450803,-1.325367647058826,-0.0027542372881355914
